Discounted_price_$,Actual_price_$,Discount_percentage_%,Rating,Rating_count,Product_id,Product_name,Category,About_product,User_id,User_name,Review_id,Review_title,Review_content,Img_link,Product_link,Revenue_$,Purchase_date,Discount_amount,Sales_volume,Discount_bin,Price_change_%,Quantity_change_%,PED
15490,20990,26,4.2,32916,B08VB34KJ1, Durable & Strong & Tangle-free 118cm in Length (Black),USBCables, Prime Video,AHWB25RGISH5XJ2YQCR4J6FDBPOQ,Rishav Gossain,R3IC0VLPIDBPTY,Product ok,Good quality USB C Charging cable that enables Fast Charging for Samsung M21 as well as M33 5G 24 W seeking phones. 2 metre cable length helpful in keeping phone on desk while Charging Adaptor plugged into Electric Outlet. Best value. Similar 2 m cable costs 3x or 4x in retail market. This is best price,https://m.media-amazon.com/images/I/41BnHjRP0ZS._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/OPPO-Fantastic-Purple-128GB-Storage/dp/B08VB34KJ1/ref=sr_1_55?qid=1672895762&s=electronics&sr=1-55,855816,9/19/2021,5500,32916,20-30%,109.9209921,18.847487,0.171463946
19999,24999,20,3.9,25824,B09T39K9YL,10k 8k 4k HDMI Cable,Electronics, YouTube,AE2PYPC3OF2HEF4NCE63FBFFFOMQ,Shashank Mallamraju,R1F0O9EAQGRSQS,Slow charging,Great product. Wanted this as my Portable battery has USB slot and iPad and Kindle Reader have USB-C ports. Fits my requirement perfectly. Charges very fast.,https://m.media-amazon.com/images/I/41iEZV6nKbL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Redmi-Stealth-Additional-Exchange-Included/dp/B09T39K9YL/ref=sr_1_56?qid=1672895762&s=electronics&sr=1-56,516480,10/19/2022,5000,25824,10-20%,19.09957122,-21.54575283,-1.12807521
1075,1699,37,4.4,7462,B08VF8V79P, Certified 48Gbps 1ms Ultra High Speed HDMI 2.1 Cable 4k 120Hz 144Hz 2k 165Hz 8k 60Hz Dynamic HDR ARC eARC DTS:X Compatible for Mac Gaming PC Soundbar TV Monitor Laptop PS5 4 Xbox,HomeTheater, Disney+Hotstar ,AHYUM6XUA4K6V4QEAPT5MLQQIDPA,Purnendu,R2B02VD2RPE2SE,good tool to use for,good,https://m.media-amazon.com/images/I/21x1gw1geuL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-EP-TA800NBEGIN-25W-Travel-Adapter/dp/B08VF8V79P/ref=sr_1_57?qid=1672895762&s=electronics&sr=1-57,276094,9/8/2023,624,7462,30-40%,-93.20372815,-71.10439901,0.762892219
399,699,43,4,37817,B08G28Z33M,LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LCD tv's,TV&Video, 5 Picture Mode ,AG6U2ZW7UGA562DK4W6NVANEMKDA,gunasekaran desomayananam,RO2E58ZA8YH7E,Brand is always good,Very good overall,https://m.media-amazon.com/images/I/41NuSTFXerL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/realme-Classic-Wired-Earphones-Microphone/dp/B08G28Z33M/ref=sr_1_58?qid=1672895762&s=electronics&sr=1-58,1626131,8/9/2022,300,37817,40-50%,-58.85815185,406.7944251,-6.911437282
1999,3990,50,4,30254,B09PNKXSKF,boAt Type-c A400 Type-c to USB A Cable for All Type C Phones (Lg nexus 5x),Televisions, 1.5GB RAM ,AFALQ6JKOEKVRVI3BZ2G5PJ63HQQ,Anto RK,R10AUMHF2MJRRU,Overall good and a better experience,Sufficient length,https://m.media-amazon.com/images/I/41Coma77U+L._SY300_SX300_.jpg,https://www.amazon.in/Noise-ColorFit-Display-Monitoring-Smartwatches/dp/B09PNKXSKF/ref=sr_1_59?qid=1672895762&s=electronics&sr=1-59,1512700,9/15/2023,1991,30254,40-50%,470.8154506,-19.99894227,-0.042477243
1999,7990,75,3.8,17831,B0B5DDJNH4, 1Mtr(Black),SmartTelevisions, 8GB Storage ,AGAXJLX3K3I7WQKQA4Q4NT2IJ2WQ,Sukrit Basak,R1BBQYI4QO69ID,It is useful to me.,excellent build quality ,https://m.media-amazon.com/images/I/411q-oMvehL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5DDJNH4/ref=sr_1_60?qid=1672895762&s=electronics&sr=1-60,1337325,1/9/2021,5991,17831,70-80%,100.2506266,-41.06233886,-0.40959683
329,699,53,4.2,94364,B08HDJ86NZ,Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M,Computers&Accessories, 64bit Quad Core Processor,AF7IXQKBUL6NEIQG4R53LMJJUGXQ,Manoj Kumar,R22EUJ1B1AM0OU,Works well with cpplus dvr,good alternative to generic cables,https://m.media-amazon.com/images/I/41V5FtEWPkL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Deuce-300-Resistant-Tangle-Free-Transmission/dp/B08HDJ86NZ/ref=sr_1_61?qid=1672895762&s=electronics&sr=1-61,5001292,2/8/2021,370,94364,50-60%,-91.25156446,429.2131681,-4.703625309
154,399,61,4.2,16905,B08CF3B7N1, Black),Accessories&Peripherals,Display : 16.7 Million Colours ,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,Sethuram.S,R2K89RVGN8N9MO,Good,Strong cable,https://m.media-amazon.com/images/I/31VzNhhqifL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1080-Charging-Function/dp/B08CF3B7N1/ref=sr_1_62?qid=1672895762&s=electronics&sr=1-62,1031205,12/4/2023,245,16905,60-70%,-42.91845494,-82.08532915,1.912588169
28999,34999,17,4.4,20311,B07WDKLDRX,TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle,Cables&Accessories, Wide Colour Gamut ,AGNONTMQDE5KLLDEEB57Z3C5WAEA,MONTY,R177X9L6ND6OA7,Its not plug an play u need to install the driver and will support till 2.4 Ghz not above that, the cable ends are nearly like rubber. GOLD coated. Cable is also of high thickness.,https://m.media-amazon.com/images/I/51DLLa8HNWL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-128GB-Storage-Snapdragon%C2%AE-FlashCharge/dp/B07WDKLDRX/ref=sr_1_63?qid=1672895762&s=electronics&sr=1-63,345287,9/17/2021,6000,20311,10-20%,8671.679198,20.14788524,0.002323412
2299,7990,71,4.2,69622,B09MQSCJQ1, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna,Cables, Intelligent Frame Stabilization Engine ,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,Qais Makani,R2YU5RDRT44DE6,Surveillance Camera In My House,Why I bought this ?I have DVR rack,https://m.media-amazon.com/images/I/41lQan54SPL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Display-Multiple-Monitoring-Charcoal/dp/B09MQSCJQ1/ref=sr_1_64?qid=1672895762&s=electronics&sr=1-64,4943162,10/26/2022,5691,69622,70-80%,-77.17077631,242.7797745,-3.146006638
399,1999,80,4,3382,B094YFFSMY, Supports Windows 11/10/8.1/8/7/XP/MacOS,USBCables, HDR10+ ,AEW6KBDGJEWIOQKAW3FP74GMV6TA,Rajat Shuvra Roy,R1K5FLRLAUZLKF,It's quite good and value for money, for DVR which is far above the reach limit hence I need a mouse to be connected to the USB port of the DVR which is in the rack above reachAny alternatives?Wireless mouse didn't work well with my particular DVR,https://m.media-amazon.com/images/I/41MmsYTi06L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Tygot-Bluetooth-Extendable-Multifunctional-Compatible/dp/B094YFFSMY/ref=sr_1_65?qid=1672895762&s=electronics&sr=1-65,270560,10/29/2021,1600,3382,70-80%,-74.98122653,-95.14234006,1.268882152
1149,3999,71,4.3,140036,B09MT84WV5,"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",Electronics, Super Brightness ,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,Amith PJ,R1HAZS2PLM3RRQ,Works well, had lots of lag,https://m.media-amazon.com/images/I/31R6RP26dzL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC128KA/dp/B09MT84WV5/ref=sr_1_66?qid=1672895762&s=electronics&sr=1-66,9942556,12/12/2021,2850,140036,70-80%,100.050025,4040.626848,40.38606535
529,1499,65,4.1,8599,B08VS3YLRK,TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops,HomeTheater, Micro Dimming ,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,Dheeraj Agarwal,R3EX1BCG3VPANF,Hdmi cable,  hence I had to resort to a USB port extender with ample lengthResult :Very sturdy cable able to connect to my DVR and connection is stable .Amazon basics is very reliable.,https://m.media-amazon.com/images/I/31wqydqbA9L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-Adapto-Adapter-Charger-Charging/dp/B08VS3YLRK/ref=sr_1_67?qid=1672895762&s=electronics&sr=1-67,558935,11/11/2023,970,8599,60-70%,-62.51562891,-93.85943614,1.501375541
13999,19499,28,4.1,18998,B0B4F3QNDM, Supports Windows 10/8.1/8/7/XP,TV&Video, Blue Light Reduction,AF2544C4RGIBQX7Y4JMKMSMXMRRQ,bragdishwaran.u,R1C72DNWTJGUI2,Value for money,This cable is good for any device that needs extension over USB 2.0 like printers,https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Galaxy-Storage-5000mAh-Battery/dp/B0B4F3QNDM/ref=sr_1_68?qid=1672895762&s=electronics&sr=1-68,531944,1/9/2022,5500,18998,20-30%,1200.800534,120.9326666,0.100710037
379,999,62,4.1,363713,B07GQD4K6L, Linux,Accessories,Warranty Information: 1 year comprehensive warranty provided by the manufacturer from date of purchase,AHDFR3PDKEBV72HXRL3RJJLS3YYA,Amazon Customer,R2GUL8IL005EGF,All good, TVs,https://m.media-amazon.com/images/I/31qVddHyy5L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GQD4K6L/ref=sr_1_69?qid=1672895762&s=electronics&sr=1-69,22550206,10/17/2022,620,363713,60-70%,-94.87666034,1814.480472,-19.12462417
13999,19999,30,4.1,19252,B07WDKLRM4, Mac OS X (TL-WN722N),RemoteControls,Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information,AHYUZ2BLKNN6UJLFYWCXCEFZTOVQ,VSR,R3NZCVYJBN0CPD,Gets the job done, gaming consoles,https://m.media-amazon.com/images/I/41iVkyHeTUL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Storage/dp/B07WDKLRM4/ref=sr_1_70?qid=1672895762&s=electronics&sr=1-70,577560,6/26/2023,6000,19252,20-30%,1901.901902,-94.70681554,-0.049795847
3999,9999,60,4.4,73,B0BP18W8TM,Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),Computers&Accessories, please contact Amazon customer support ,AHBST4ZJ5665DV2TCR4W4J2OI3DA,Neeraj Vishwakarma,RHUJOS46Q51UG,Delivery was good, keyboards etc.The build quality is good. Cable material is soft so it will not break. Connectors are gold plated and will not rust.But remember,https://m.media-amazon.com/images/I/51vHAEYKeWL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Fire-Boltt-Gladiator-Bluetooth-Assistant-Interactions/dp/B0BP18W8TM/ref=sr_1_71?qid=1672895762&s=electronics&sr=1-71,4380,5/20/2023,6000,73,50-60%,-50.00250013,-99.62081862,1.992316752
149,1000,85,3.9,24870,B08Y1TFSP6,Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),Accessories&Peripherals, Wall Mount is not included in the box and will be charged at the time of installation,AGHPOFCHZ73Q2Q2IFTCJLUSEL2NQ,Siddharth,R1ZW4PQHUECROJ,This one was my need to purchase, this cable will not give USB 3.0 speeds even if you connect it to a USB 3.0 port.,https://m.media-amazon.com/images/I/31wOPjcSxlL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Solero-TB301-Charging-480Mbps-1-5-Meter/dp/B08Y1TFSP6/ref=sr_1_72?qid=1672895762&s=electronics&sr=1-72,2113950,12/17/2022,851,24870,80-90%,-89.9989999,33968.49315,-377.4318958
99,499,80,4.3,42641,B07GXHC691,AmazonBasics New Release Nylon USB-A to Lightning Cable Cord,Cables&Accessories,Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects,AHOMYGLSLJLCOT7Z24PZSVJY3LJQ,SD1908,R7F86XL2S6MY,Overall Good,For Usb 2.0 ,https://m.media-amazon.com/images/I/31iE517+NFL._SY300_SX300_.jpg,https://www.amazon.in/STRIFF-Mobile-Android-Samsung-OnePlus/dp/B07GXHC691/ref=sr_1_73?qid=1672895770&s=electronics&sr=1-73,3411280,6/4/2021,400,42641,70-80%,-50.1,71.45556896,-1.426258861
4790,15990,70,4,4390,B08FN6WGDQ, MFi Certified Charger for Apple iPhone,Cables, damage or features not matching the description,AESJE2EZD7S7WOYBN7RE7ZF3J2MA,Mukundha2good,R1JRRVOFWQAC4C,Works well. Will comment on durability after using it for a few months., any usb 3.0 if used will behave as usb 2.0Type: ADirection: female to maleFunction: extension of length of usbBuilt: average  not cloth/fibre braiderLength: as mentionedWorks for all connections: yes [including pc\printer\console pen drive etc ],https://m.media-amazon.com/images/I/31Sx7+mu+vL._SY300_SX300_.jpg,https://www.amazon.in/Samsung-Galaxy-SM-R180NZKAINU-Mystic-Black/dp/B08FN6WGDQ/ref=sr_1_74?qid=1672895770&s=electronics&sr=1-74,307300,7/19/2022,11200,4390,60-70%,3104.408818,-89.70474426,-0.028895919
33999,33999,0,4.3,17415,B0B3D39RKV, iPad,USBCables,Latest Standard HDMI A Male to A Male Cable: Supports Ethernet,AF23GXF525XSMXPJBEHP4SPKOZNQ,manjunath h,R2WZHK2E301YV,Nice product,Product is as per description,https://m.media-amazon.com/images/I/41iEc0hf6TL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/OnePlus-Nord-Jade-256GB-Storage/dp/B0B3D39RKV/ref=sr_1_75?qid=1672895770&s=electronics&sr=1-75,0,6/21/2021,0,17415,0-10%,112.6266417,296.6970387,2.634341523
99,999,90,4,1396,B085HY1DGR, Silver,Computers&Accessories, 3D,AFX5NHAAOUKKENAT6GWNKY3X5YTQ,Vidhi Nigam,R10J01VHCKFB42,Channel button doesn't work,Good as expected.,https://m.media-amazon.com/images/I/41nf9n-v3pL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Sounce-Charger-Protector-Charging-Protective/dp/B085HY1DGR/ref=sr_1_76?qid=1672895770&s=electronics&sr=1-76,125640,8/5/2021,900,1396,80-90%,-97.06167828,-91.98392191,0.947685261
299,1900,84,3.6,18202,B08D75R3Z1, 6-Ft,Accessories&Peripherals, 4K video and Audio Return Channel (ARC),AF7IXQKBUL6NEIQG4R53LMJJUGXQ,Amazon Customer,R22EUJ1B1AM0OU,Compatible with every smart tv,The cable build quality is good for normal charging its great cable but doesn’t support quick charging,https://m.media-amazon.com/images/I/41EnFjIAoaL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Boom-Ultima-Headphones-Cancelling-Earphones/dp/B08D75R3Z1/ref=sr_1_77?qid=1672895770&s=electronics&sr=1-77,1528968,12/31/2022,1601,18202,80-90%,90.19019019,1203.868195,13.34810573
10999,14999,27,4.1,18998,B0B4F2TTTS,Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile,Cables&Accessories,Connects Blu-ray players,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,Tarun Gupta,R2K89RVGN8N9MO,functionality at a budget,Works for charging but other applications are hit or miss.Example my external keyboard doesn't work with it!,https://m.media-amazon.com/images/I/41op1vdp-UL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Galaxy-Storage-6000mAh-Battery/dp/B0B4F2TTTS/ref=sr_1_78?qid=1672895770&s=electronics&sr=1-78,512946,11/21/2021,4000,18998,20-30%,689.4210526,4.373145808,0.006343215
34999,38999,10,4.2,11029,B09WRMNJ9G, Laptop,Cables, Fire TV,AGNONTMQDE5KLLDEEB57Z3C5WAEA,Anonymous,R177X9L6ND6OA7,Number keys not working,Best quality and length of wire was qute good and durability also good .,https://m.media-amazon.com/images/I/41pQ4gJMwEL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/OnePlus-Forest-Green-Storage-SuperVOOC/dp/B09WRMNJ9G/ref=sr_1_79?qid=1672895770&s=electronics&sr=1-79,110290,10/31/2023,4000,11029,0-10%,160.0106674,-41.94652069,-0.262148277
16999,24999,32,4.1,22318,B0B14MR9L1, Macbook & Table Charging,USBCables, Apple TV,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,Sugam Agrawal,R2YU5RDRT44DE6,It's good to go ahead with this,The cable is awesome and no charging issue till now.... Because it is a braided cable... Chance of it damage are very less... Overall... I like the product 🤞🏻,https://m.media-amazon.com/images/I/419KF2t1nML._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Emerald-Storage-Purchased-Separately/dp/B0B14MR9L1/ref=sr_1_80?qid=1672895770&s=electronics&sr=1-80,714176,12/8/2021,8000,22318,30-40%,-35.89835637,102.3574213,-2.851312196
199,499,60,4.1,1786,B09ZPL5VYM, 480mbps Data Sync Speed,Electronics, PS4,AEW6KBDGJEWIOQKAW3FP74GMV6TA,Diganta Gogoi,R1K5FLRLAUZLKF, for Samsung 6 series,Using this cable from past 40 days to charge lg g7thinq and samsung s21fe.  So far super,https://m.media-amazon.com/images/I/41-oxsVh7nL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Adjustment-Compatibility-Multipurpose-Anti-Skid/dp/B09ZPL5VYM/ref=sr_1_81?qid=1672895770&s=electronics&sr=1-81,107160,4/14/2023,300,1786,50-60%,-98.00392016,-91.99749081,0.938712356
999,1599,38,4,7222,B0993BB11X, Braided Cable,HomeTheater, PS3,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,Amazon Customer,R1HAZS2PLM3RRQ,Using it with my QC 3 Charger .So far- So good.A Quality cable with a sturdy construction & troublefree performance.,Good,https://m.media-amazon.com/images/I/21e5ZrIutKS._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Multi-Layer-Protection-Li-Polymer-Stylo-10k/dp/B0993BB11X/ref=sr_1_82?qid=1672895770&s=electronics&sr=1-82,274436,6/24/2023,600,7222,30-40%,220.4408818,304.3673012,1.380720757
1299,1599,19,4,128311,B09V2PZDX8, 1.5m Length (ABCC-100,TV&Video, Xbox One,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,Saigal84,R3EX1BCG3VPANF,Awesome product go for buy it 👍,Seems durable but there is a problem with the design that the pin is not long enough / base of the pin is too thick that i couldn't insert it into my phone's charging port without removing the case!,https://m.media-amazon.com/images/I/41w5fk8Vl6L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Nokia-105-Single-Keypad-Wireless/dp/B09V2PZDX8/ref=sr_1_83?qid=1672895770&s=electronics&sr=1-83,2437909,3/5/2021,300,128311,10-20%,0,1676.668513,inf
599,1800,67,3.5,83996,B085W8CFLH, Black-Grey),Televisions, Xbox 360,AF2544C4RGIBQX7Y4JMKMSMXMRRQ,Sonal ashish,R1C72DNWTJGUI2,Execellent,Over all quality bht achhi hai bs jo braided material use hua hai wo nylon nhi hai cotton type ka hai lekin ₹99 me 1.5m cable k hisaab se bht achhi hai majboot hai or charging bhi thik hai. Maine chapti wali buy ki thi jo photo me dikh rhi hai lekin delever ye gol wali hui jo ki jada better look deti hai. Agar ₹150 me mile to mt lena utne layak nhi hai.,https://m.media-amazon.com/images/I/41qhEf58vbL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W8CFLH/ref=sr_1_84?qid=1672895770&s=electronics&sr=1-84,5627732,6/22/2021,1201,83996,60-70%,12.57035647,-34.5371792,-2.747509927
599,1899,68,4.3,140036,B09MT6XSFW,BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre,SmartTelevisions, Computers,AFWJSD4AVIM6DC3YA63G2QPENQSQ,Arbind Kumar,R1Q0PEVL6X8WZJ,Sturdy micro USB cable for Old phones,Not charging as fast as I'd have expected. Maybe something wrong with my unit. However,https://m.media-amazon.com/images/I/31P2d7102lL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC64KA/dp/B09MT6XSFW/ref=sr_1_85?qid=1672895770&s=electronics&sr=1-85,9522448,12/2/2023,1300,140036,60-70%,5.5,66.71746274,12.13044777
1799,2499,28,4.1,18678,B07RD611Z8, Xbox,Computers&Accessories, DVD Players,AGKSW3FNH3REYN3OKPKJN4KWXLMQ,Neeraj yadav,RW0MMI9AUXK5J,Super, the cable overall is actually pretty decent. The material is great,https://m.media-amazon.com/images/I/31RktQKvhoL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-20000mAh-Lithium-Polymer-Stylo-20K/dp/B07RD611Z8/ref=sr_1_86?qid=1672895770&s=electronics&sr=1-86,522984,6/10/2021,700,18678,20-30%,31.59557662,-86.6620012,-2.742852338
176.63,499,65,4.1,15189,B08WRWPM22, Playstation etc.),Accessories&Peripherals, Set Top Box,AEI7HJU4RFV6NR5WSRDQV5ZSRYSA,Neeraj Vishwakarma,R2F3ACPBFRCFSK,Product description says 3 feet it's hardly a foot length wire., it doesn't bend out of shape very easily,https://m.media-amazon.com/images/I/41jlwEZpa5L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-Transmission/dp/B08WRWPM22/ref=sr_1_87?qid=1672895770&s=electronics&sr=1-87,987285,9/26/2023,322.37,15189,60-70%,-80.03201281,-18.67973016,0.233403228
10999,14999,27,4.1,18998,B0B4F52B5X,Duracell Type-C To Micro 1.2M braided Sync & Charge Cable,Cables&Accessories, Dish TV Box,AGFN3SLEECW6DYL2CVGLIHJCVVHA,Siddharth,R2SB3XYC8XHNUQ,Good, and looks (and feels) premium. The length is definitely a plus!,https://m.media-amazon.com/images/I/41Vj+8XWIQL._SY300_SX300_.jpg,https://www.amazon.in/Samsung-Midnight-Storage-6000mAh-Battery/dp/B0B4F52B5X/ref=sr_1_88?qid=1672895770&s=electronics&sr=1-88,512946,4/23/2022,4000,18998,20-30%,2905.811623,25.07735861,0.00863007
2999,7990,62,4.1,48449,B096VF5YYF, USB C to Micro Fast Charge Compatible for fast data transmission (Black),Cables, and other HDMI-enabLED devices to TVs,AGY7ZX7WDDSGAZJBPPS3MCIL7U7A,SD1908,R5L8G10EKZ9ZR,Excellent quality cable,Good,https://m.media-amazon.com/images/I/41pfjyUPZLL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Smartwatch-Multiple-Monitoring-Resistance/dp/B096VF5YYF/ref=sr_1_89?qid=1672895770&s=electronics&sr=1-89,3003838,4/23/2021,4991,48449,60-70%,-46.72978199,155.0215812,-3.317404333
1999,7990,75,3.8,17831,B0B5D39BCD,VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),USBCables, displays,AEX422U2J6S45PAKDJIFJB7WNVLQ,Mukundha2good,R3W2X53D3BLIBR,Works flawlessly on Ubuntu 22.04 (if installed correctly),A sturdy cable for mobile charging.,https://m.media-amazon.com/images/I/41R9fDKo6iL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5D39BCD/ref=sr_1_90?qid=1672895770&s=electronics&sr=1-90,1337325,4/13/2022,5991,17831,70-80%,0,-63.1963508,#NAME?
229,299,23,4.3,30411,B08DDRGWTJ,Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus,Computers&Accessories, A/V receivers and more.Suitable For Mp3,AEHU6ETDR7HVQOGLKITDETHZEO7A,manjunath h,R29J3JSPZYQYCM,Best for kali. Do not read another review.,It's been 1 month that i am using this charging cable,https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_91?qid=1672895770&s=electronics&sr=1-91,699453,8/19/2022,70,30411,20-30%,-96.25782228,70.55128708,-0.732940819
199,299,33,4,43994,B082LZGK39, Note 10 9 8,Accessories&Peripherals, Gaming Device,AE7VL5JTR7ZZ67UPBM6KP2NYEOYQ,Vidhi Nigam,R35I0ZZH2J58P7,Nice product, works very well with S20 FE 5G. Thumbs up.,https://m.media-amazon.com/images/I/31kj3q4SepL._SY445_SX342_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Android/dp/B082LZGK39/ref=sr_1_92?qid=1672895770&s=electronics&sr=1-92,1451802,11/26/2023,100,43994,30-40%,0,44.66475946,inf
649,999,35,4.2,1315,B09XBJ1CTN, A20e A40 A50 A70 (1M,Cables&Accessories, Mobile,AFIU4APGHOFMXEOVMSQMYKMZ46QQ,Amazon Customer,RFZ1X95QMXWFZ,From 0 to 70 …,Braided cable is sturdy and built well. Long cable adds extra reach and is tangle free.,https://m.media-amazon.com/images/I/21df1gnW1SL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Xiaomi-22-5W-Fast-Charger-Cable/dp/B09XBJ1CTN/ref=sr_1_93?qid=1672895770&s=electronics&sr=1-93,46025,12/31/2022,350,1315,30-40%,234.1137124,-97.01095604,-0.414375369
13999,19499,28,4.1,18998,B0B4F5L738, Grey),Cables, Tablet,AEOFYPCJJQYCKISUR6EC66IZH23Q,Tarun Gupta,R1P8SL54VCWSMQ,Good External Wifi Signal Provider,A good buy. The extra length helps a lot.,https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Midnight-Storage-5000mAh-Battery/dp/B0B4F5L738/ref=sr_1_94?qid=1672895770&s=electronics&sr=1-94,531944,6/13/2023,5500,18998,20-30%,1851.851852,1344.714829,0.726146008
119,299,60,4.1,5999,B08MTCKDYN,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),USBCables, Laptop,AFZSMXS2MILXOSTT2ZEJDE3W7TLQ,Arun verma,RSWY4LT0L7TCL,Superb,Good product,https://m.media-amazon.com/images/I/511g3fIVsqL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/GIZGA-Protector-Charging-Protective-G55/dp/B08MTCKDYN/ref=sr_1_95?qid=1672895770&s=electronics&sr=1-95,359940,12/7/2022,180,5999,50-60%,-98.46658803,-68.42299189,0.694885374
